Scenario,Year,BA,Total_Load_TWh,Peak_Load_MWh,Total_Load_Normalized,Peak_Load_Normalized
rcp45cooler_ssp5,2024.0,TIDC,2.93874058,712.84,1.029,1.124
rcp45cooler_ssp5,2024.0,TPWR,5.84395736,1070.58,1.076,1.112
rcp45cooler_ssp5,2024.0,TVA,170.49431156,33506.17,0.998,1.028
rcp45cooler_ssp5,2024.0,WACM,28.06232364,4421.49,1.023,1.046
rcp45cooler_ssp5,2024.0,WALC,9.88189832,1818.21,1.021,1.052
rcp45cooler_ssp5,2024.0,WAUW,0.75898172,140.55,0.994,1.013
rcp45cooler_ssp5,2025.0,AEC,4.73535782,1624.42,0.989,1.588
rcp45cooler_ssp5,2025.0,AECI,20.20712512,5336.48,0.952,0.986
rcp45cooler_ssp5,2025.0,AVA,14.42799849,2724.96,1.095,1.117
rcp45cooler_ssp5,2025.0,AZPS,35.32408943,8522.85,1.073,1.088
rcp45cooler_ssp5,2025.0,BANC,19.36527677,4923.83,1.046,1.118
rcp45cooler_ssp5,2025.0,BPAT,64.94914431000001,11949.56,1.074,1.101
rcp45cooler_ssp5,2025.0,CHPD,2.21657012,531.42,1.098,1.088
rcp45cooler_ssp5,2025.0,CISO,255.75313025999998,55169.25,1.038,1.151
rcp45cooler_ssp5,2025.0,CPLE,60.51260132,15746.23,1.014,1.287
rcp45cooler_ssp5,2025.0,DOPD,1.9960455,397.28,1.111,1.053
rcp45cooler_ssp5,2025.0,DUK,106.2206115,24073.48,1.01,1.236
rcp45cooler_ssp5,2025.0,EPE,8.18837892,1818.36,1.008,1.009
rcp45cooler_ssp5,2025.0,ERCO,341.53222625,67510.06,1.037,1.022
rcp45cooler_ssp5,2025.0,FMPP,21.13277364,4573.49,1.068,1.199
rcp45cooler_ssp5,2025.0,FPC,63.521902729999994,16168.78,1.077,1.331
rcp45cooler_ssp5,2025.0,FPL,145.42289281,28083.8,1.061,1.082
rcp45cooler_ssp5,2025.0,GCPD,6.20459741,1027.05,1.088,1.138
rcp45cooler_ssp5,2025.0,GVL,2.3594391200000002,576.1,1.086,1.256
rcp45cooler_ssp5,2025.0,HST,0.64208367,117.36,1.046,1.067
rcp45cooler_ssp5,2025.0,IID,4.09994499,1179.75,1.07,1.095
rcp45cooler_ssp5,2025.0,IPCO,19.252190969999997,4188.99,1.115,1.151
rcp45cooler_ssp5,2025.0,ISNE,141.34622546,27635.49,0.986,0.998
rcp45cooler_ssp5,2025.0,JEA,15.425441939999999,4766.02,1.087,1.7
rcp45cooler_ssp5,2025.0,LDWP,31.833138010000003,7417.26,1.047,1.109
rcp45cooler_ssp5,2025.0,LGEE,29.84316457,6552.18,0.952,1.05
rcp45cooler_ssp5,2025.0,MISO,672.69218616,114870.2,0.996,0.966
rcp45cooler_ssp5,2025.0,NEVP,44.89252153,10392.52,1.079,1.152
rcp45cooler_ssp5,2025.0,NSB,0.49281579999999997,147.56,1.087,1.484
rcp45cooler_ssp5,2025.0,NWMT,9.69246605,1562.56,1.01,1.025
rcp45cooler_ssp5,2025.0,NYIS,162.67534731,31996.57,0.988,1.022
rcp45cooler_ssp5,2025.0,PACE,55.833420520000004,9841.24,1.049,1.076
rcp45cooler_ssp5,2025.0,PACW,23.397731359999998,4118.15,1.052,1.105
rcp45cooler_ssp5,2025.0,PGE,22.6791565,4337.99,1.054,1.126
rcp45cooler_ssp5,2025.0,PJM,830.58136173,162993.82,0.987,0.958
rcp45cooler_ssp5,2025.0,PNM,14.88074211,2763.76,0.994,1.015
rcp45cooler_ssp5,2025.0,PSCO,44.68452762,8602.44,1.033,1.04
rcp45cooler_ssp5,2025.0,PSEI,35.96161009,6645.06,1.089,1.155
rcp45cooler_ssp5,2025.0,SC,27.938328300000002,7031.4,1.043,1.405
rcp45cooler_ssp5,2025.0,SCEG,28.90908677,6680.74,1.043,1.277
rcp45cooler_ssp5,2025.0,SCL,11.801262640000001,2124.91,1.086,1.152
rcp45cooler_ssp5,2025.0,SEC,1.6230213500000001,495.75,1.08,1.594
rcp45cooler_ssp5,2025.0,SOCO,228.51112777,55343.91,0.983,1.257
rcp45cooler_ssp5,2025.0,SPA,0.62103487,116.51,0.941,0.925
rcp45cooler_ssp5,2025.0,SRP,33.80945929,8256.75,1.071,1.109
rcp45cooler_ssp5,2025.0,SWPP,267.26028909,50433.2,0.978,0.991
rcp45cooler_ssp5,2025.0,TAL,3.2556963100000003,931.47,1.079,1.54
rcp45cooler_ssp5,2025.0,TEC,25.29474197,5146.09,1.067,1.141
rcp45cooler_ssp5,2025.0,TEPC,16.02056846,3709.39,1.061,1.092
rcp45cooler_ssp5,2025.0,TIDC,2.97531056,706.95,1.042,1.114
rcp45cooler_ssp5,2025.0,TPWR,5.91890747,1122.98,1.09,1.167
rcp45cooler_ssp5,2025.0,TVA,171.26548606,40821.76,1.003,1.253
rcp45cooler_ssp5,2025.0,WACM,28.199134,4645.43,1.028,1.099
rcp45cooler_ssp5,2025.0,WALC,10.176962099999999,1913.0,1.052,1.107
rcp45cooler_ssp5,2025.0,WAUW,0.76608749,140.52,1.003,1.013
rcp45cooler_ssp5,2026.0,AEC,4.74360917,1221.47,0.991,1.194
rcp45cooler_ssp5,2026.0,AECI,20.07939824,4507.86,0.946,0.833
rcp45cooler_ssp5,2026.0,AVA,14.565820140000001,2486.88,1.105,1.019
rcp45cooler_ssp5,2026.0,AZPS,36.26921988,8624.31,1.102,1.101
rcp45cooler_ssp5,2026.0,BANC,19.61214025,4571.42,1.059,1.038
rcp45cooler_ssp5,2026.0,BPAT,65.35107488,11148.34,1.081,1.027
rcp45cooler_ssp5,2026.0,CHPD,2.20005986,522.39,1.089,1.07
rcp45cooler_ssp5,2026.0,CISO,262.25911941,53232.42,1.064,1.111
rcp45cooler_ssp5,2026.0,CPLE,60.9190889,12824.04,1.021,1.048
rcp45cooler_ssp5,2026.0,DOPD,1.9799334499999999,404.0,1.102,1.071
rcp45cooler_ssp5,2026.0,DUK,107.63143662,21794.03,1.023,1.119
rcp45cooler_ssp5,2026.0,EPE,8.39771689,1914.04,1.034,1.062
rcp45cooler_ssp5,2026.0,ERCO,345.64814466,72862.0,1.049,1.103
rcp45cooler_ssp5,2026.0,FMPP,21.29822339,4223.18,1.077,1.107
rcp45cooler_ssp5,2026.0,FPC,63.692138820000004,13924.89,1.08,1.146
rcp45cooler_ssp5,2026.0,FPL,147.55725532,27994.03,1.077,1.079
rcp45cooler_ssp5,2026.0,GCPD,6.320570200000001,1028.72,1.108,1.14
rcp45cooler_ssp5,2026.0,GVL,2.36282937,495.55,1.088,1.081
rcp45cooler_ssp5,2026.0,HST,0.65896632,117.84,1.074,1.071
rcp45cooler_ssp5,2026.0,IID,4.22622225,1130.75,1.103,1.049
rcp45cooler_ssp5,2026.0,IPCO,19.44623297,4029.09,1.126,1.107
rcp45cooler_ssp5,2026.0,ISNE,143.54572603,28838.97,1.002,1.041
rcp45cooler_ssp5,2026.0,JEA,15.35669335,3881.65,1.083,1.384
rcp45cooler_ssp5,2026.0,LDWP,32.5285451,7409.06,1.07,1.107
rcp45cooler_ssp5,2026.0,LGEE,30.09571876,5836.58,0.96,0.935
rcp45cooler_ssp5,2026.0,MISO,685.61139675,121718.44,1.015,1.023
rcp45cooler_ssp5,2026.0,NEVP,45.9259098,10066.48,1.104,1.116
rcp45cooler_ssp5,2026.0,NSB,0.492067,131.9,1.086,1.326
rcp45cooler_ssp5,2026.0,NWMT,9.8421748,1548.29,1.026,1.015
rcp45cooler_ssp5,2026.0,NYIS,165.22536118,33419.16,1.003,1.068
rcp45cooler_ssp5,2026.0,PACE,57.21694671,9922.34,1.075,1.085
rcp45cooler_ssp5,2026.0,PACW,23.68063634,3985.37,1.065,1.069
rcp45cooler_ssp5,2026.0,PGE,23.08687534,4377.01,1.072,1.137
rcp45cooler_ssp5,2026.0,PJM,840.2791060599999,168542.17,0.999,0.991
rcp45cooler_ssp5,2026.0,PNM,15.23575477,2828.59,1.017,1.039
rcp45cooler_ssp5,2026.0,PSCO,45.80409614,9179.68,1.059,1.11
rcp45cooler_ssp5,2026.0,PSEI,36.59226526,6443.81,1.108,1.12
rcp45cooler_ssp5,2026.0,SC,28.28461115,6176.6,1.056,1.235
rcp45cooler_ssp5,2026.0,SCEG,29.284996070000002,6072.2,1.056,1.161
rcp45cooler_ssp5,2026.0,SCL,12.05850447,2063.53,1.11,1.118
rcp45cooler_ssp5,2026.0,SEC,1.62073811,424.96,1.078,1.366
rcp45cooler_ssp5,2026.0,SOCO,231.99409415,46417.29,0.998,1.054
rcp45cooler_ssp5,2026.0,SPA,0.62036517,114.71,0.94,0.91
rcp45cooler_ssp5,2026.0,SRP,34.703392740000005,8322.21,1.099,1.118
rcp45cooler_ssp5,2026.0,SWPP,270.49512469999996,56805.42,0.99,1.117
rcp45cooler_ssp5,2026.0,TAL,3.26552025,734.13,1.083,1.213
rcp45cooler_ssp5,2026.0,TEC,25.56544414,4917.85,1.078,1.091
rcp45cooler_ssp5,2026.0,TEPC,16.42992923,3685.77,1.088,1.085
rcp45cooler_ssp5,2026.0,TIDC,3.03405859,684.96,1.062,1.08
rcp45cooler_ssp5,2026.0,TPWR,5.99424406,1069.54,1.104,1.111
rcp45cooler_ssp5,2026.0,TVA,172.97333036,34265.25,1.013,1.052
rcp45cooler_ssp5,2026.0,WACM,28.925480760000003,4722.84,1.054,1.118
rcp45cooler_ssp5,2026.0,WALC,10.32247871,1831.46,1.067,1.06
rcp45cooler_ssp5,2026.0,WAUW,0.76826981,143.55,1.006,1.035
rcp45cooler_ssp5,2027.0,AEC,4.79005101,1059.86,1.001,1.036
rcp45cooler_ssp5,2027.0,AECI,20.47867202,4638.17,0.965,0.857
rcp45cooler_ssp5,2027.0,AVA,14.64063201,2573.84,1.111,1.055
rcp45cooler_ssp5,2027.0,AZPS,37.164498189999996,8473.69,1.129,1.082
rcp45cooler_ssp5,2027.0,BANC,20.26179743,4875.76,1.094,1.107
rcp45cooler_ssp5,2027.0,BPAT,66.13772105,11958.14,1.094,1.101
rcp45cooler_ssp5,2027.0,CHPD,2.2304652799999998,558.72,1.105,1.144
rcp45cooler_ssp5,2027.0,CISO,268.06227924,53574.75,1.087,1.118
rcp45cooler_ssp5,2027.0,CPLE,61.65948641,12595.01,1.033,1.03
rcp45cooler_ssp5,2027.0,DOPD,2.01124296,408.51,1.12,1.083
rcp45cooler_ssp5,2027.0,DUK,108.76204579,21518.99,1.034,1.105
rcp45cooler_ssp5,2027.0,EPE,8.60983506,1920.63,1.06,1.065
rcp45cooler_ssp5,2027.0,ERCO,350.0253045,70994.49,1.063,1.075
rcp45cooler_ssp5,2027.0,FMPP,21.542280769999998,4328.83,1.089,1.135
rcp45cooler_ssp5,2027.0,FPC,64.26608925,13841.82,1.089,1.14
rcp45cooler_ssp5,2027.0,FPL,148.97406281,29438.53,1.087,1.134
rcp45cooler_ssp5,2027.0,GCPD,6.4250479,1070.6,1.127,1.186
rcp45cooler_ssp5,2027.0,GVL,2.3670014,552.79,1.09,1.206
rcp45cooler_ssp5,2027.0,HST,0.6629391899999999,122.96,1.08,1.117
rcp45cooler_ssp5,2027.0,IID,4.29571632,1068.92,1.121,0.992
rcp45cooler_ssp5,2027.0,IPCO,19.85777138,4224.94,1.15,1.161
rcp45cooler_ssp5,2027.0,ISNE,145.81255583,28868.88,1.017,1.042
rcp45cooler_ssp5,2027.0,JEA,15.52029295,3200.02,1.094,1.141
rcp45cooler_ssp5,2027.0,LDWP,33.39485957,7183.12,1.098,1.074
rcp45cooler_ssp5,2027.0,LGEE,30.33998122,6278.78,0.968,1.006
rcp45cooler_ssp5,2027.0,MISO,696.00547053,127877.49,1.03,1.075
rcp45cooler_ssp5,2027.0,NEVP,46.95168544,10188.99,1.129,1.13
rcp45cooler_ssp5,2027.0,NSB,0.4968534,115.38,1.096,1.16
rcp45cooler_ssp5,2027.0,NWMT,9.9637821,1612.84,1.038,1.058
rcp45cooler_ssp5,2027.0,NYIS,167.76551240999999,32876.37,1.019,1.05
rcp45cooler_ssp5,2027.0,PACE,58.30838799,9772.07,1.095,1.069
rcp45cooler_ssp5,2027.0,PACW,24.036717460000002,4105.35,1.081,1.101
rcp45cooler_ssp5,2027.0,PGE,23.340348719999998,4544.41,1.084,1.18
rcp45cooler_ssp5,2027.0,PJM,850.5501354600001,174901.95,1.011,1.028
rcp45cooler_ssp5,2027.0,PNM,15.61296074,2800.24,1.043,1.029
rcp45cooler_ssp5,2027.0,PSCO,47.032725549999995,9021.31,1.087,1.091
rcp45cooler_ssp5,2027.0,PSEI,37.06202196,6508.53,1.122,1.131
rcp45cooler_ssp5,2027.0,SC,28.71055391,5718.15,1.072,1.143
rcp45cooler_ssp5,2027.0,SCEG,29.50552819,5866.96,1.064,1.121
rcp45cooler_ssp5,2027.0,SCL,12.202093029999999,2108.54,1.123,1.143
rcp45cooler_ssp5,2027.0,SEC,1.62694603,319.4,1.082,1.027
rcp45cooler_ssp5,2027.0,SOCO,235.21286863,45580.54,1.012,1.035
rcp45cooler_ssp5,2027.0,SPA,0.62730962,116.06,0.951,0.921
rcp45cooler_ssp5,2027.0,SRP,35.63309596,8113.97,1.128,1.09
rcp45cooler_ssp5,2027.0,SWPP,274.84327418,57017.65,1.006,1.121
rcp45cooler_ssp5,2027.0,TAL,3.27880269,700.62,1.087,1.158
rcp45cooler_ssp5,2027.0,TEC,25.74872939,5105.37,1.086,1.132
rcp45cooler_ssp5,2027.0,TEPC,16.910555,3712.42,1.12,1.093
rcp45cooler_ssp5,2027.0,TIDC,3.1163173900000003,733.21,1.091,1.156
rcp45cooler_ssp5,2027.0,TPWR,6.058109679999999,1105.02,1.115,1.148
rcp45cooler_ssp5,2027.0,TVA,174.94314175,33106.23,1.024,1.016
rcp45cooler_ssp5,2027.0,WACM,29.593159649999997,4870.33,1.078,1.152
rcp45cooler_ssp5,2027.0,WALC,10.63132247,1833.93,1.099,1.062
rcp45cooler_ssp5,2027.0,WAUW,0.77433841,151.53,1.014,1.092
rcp45cooler_ssp5,2028.0,AEC,4.90003222,1089.66,1.024,1.065
rcp45cooler_ssp5,2028.0,AECI,20.836492850000003,4659.45,0.982,0.861
rcp45cooler_ssp5,2028.0,AVA,14.881215300000001,2645.91,1.129,1.084
rcp45cooler_ssp5,2028.0,AZPS,38.183025009999994,8861.47,1.16,1.132
rcp45cooler_ssp5,2028.0,BANC,20.77544573,5618.51,1.122,1.276
rcp45cooler_ssp5,2028.0,BPAT,66.98509333,11992.98,1.108,1.105
rcp45cooler_ssp5,2028.0,CHPD,2.26535471,552.63,1.122,1.131
rcp45cooler_ssp5,2028.0,CISO,274.02849453,60950.18,1.112,1.272
rcp45cooler_ssp5,2028.0,CPLE,62.200463670000005,12761.45,1.042,1.043
rcp45cooler_ssp5,2028.0,DOPD,2.03710594,423.64,1.134,1.123
rcp45cooler_ssp5,2028.0,DUK,109.94245572,22113.98,1.045,1.136
rcp45cooler_ssp5,2028.0,EPE,8.663331529999999,1868.69,1.066,1.036
rcp45cooler_ssp5,2028.0,ERCO,356.23600397,72988.85,1.082,1.105
rcp45cooler_ssp5,2028.0,FMPP,21.72035276,4170.69,1.098,1.093
rcp45cooler_ssp5,2028.0,FPC,64.80043492,13406.12,1.099,1.104
rcp45cooler_ssp5,2028.0,FPL,150.25739515,28547.07,1.096,1.1
rcp45cooler_ssp5,2028.0,GCPD,6.47449171,1065.62,1.135,1.181
rcp45cooler_ssp5,2028.0,GVL,2.4028269,523.56,1.106,1.142
rcp45cooler_ssp5,2028.0,HST,0.67366243,121.12,1.098,1.101
rcp45cooler_ssp5,2028.0,IID,4.395673820000001,1291.81,1.148,1.199
rcp45cooler_ssp5,2028.0,IPCO,20.2454607,4303.04,1.172,1.183
rcp45cooler_ssp5,2028.0,ISNE,148.09376287999999,28789.91,1.033,1.039
rcp45cooler_ssp5,2028.0,JEA,15.75669768,3210.59,1.111,1.145
rcp45cooler_ssp5,2028.0,LDWP,34.279876460000004,8234.08,1.127,1.231
rcp45cooler_ssp5,2028.0,LGEE,30.775767600000002,6113.49,0.982,0.979
rcp45cooler_ssp5,2028.0,MISO,705.32284636,126741.13,1.044,1.065
rcp45cooler_ssp5,2028.0,NEVP,48.01121817,10940.89,1.154,1.213
rcp45cooler_ssp5,2028.0,NSB,0.49931736,112.09,1.102,1.127
rcp45cooler_ssp5,2028.0,NWMT,10.14352152,1623.88,1.057,1.065
rcp45cooler_ssp5,2028.0,NYIS,170.30939322999998,34045.29,1.034,1.088
rcp45cooler_ssp5,2028.0,PACE,59.47039903,10617.27,1.117,1.161
rcp45cooler_ssp5,2028.0,PACW,24.283579070000002,4064.81,1.092,1.09
rcp45cooler_ssp5,2028.0,PGE,23.50847353,4533.9,1.092,1.177
rcp45cooler_ssp5,2028.0,PJM,859.39951361,175707.22,1.021,1.033
rcp45cooler_ssp5,2028.0,PNM,15.88179682,2829.62,1.061,1.039
rcp45cooler_ssp5,2028.0,PSCO,48.17289842,9224.12,1.113,1.115
rcp45cooler_ssp5,2028.0,PSEI,37.49903795,6669.97,1.136,1.159
rcp45cooler_ssp5,2028.0,SC,29.09977133,5711.46,1.087,1.142
rcp45cooler_ssp5,2028.0,SCEG,29.84603423,5829.04,1.076,1.114
rcp45cooler_ssp5,2028.0,SCL,12.35128443,2132.81,1.137,1.156
rcp45cooler_ssp5,2028.0,SEC,1.64726385,330.95,1.096,1.064
rcp45cooler_ssp5,2028.0,SOCO,238.37505640999998,46431.72,1.026,1.054
rcp45cooler_ssp5,2028.0,SPA,0.6290701,114.82,0.953,0.911
rcp45cooler_ssp5,2028.0,SRP,36.59945175,8487.02,1.159,1.14
rcp45cooler_ssp5,2028.0,SWPP,279.41741799,58046.02,1.022,1.141
rcp45cooler_ssp5,2028.0,TAL,3.33540137,695.66,1.106,1.15
rcp45cooler_ssp5,2028.0,TEC,25.93941864,5106.34,1.094,1.132
rcp45cooler_ssp5,2028.0,TEPC,17.21118432,3823.72,1.14,1.126
rcp45cooler_ssp5,2028.0,TIDC,3.19461597,776.21,1.118,1.224
rcp45cooler_ssp5,2028.0,TPWR,6.1360089900000006,1097.42,1.13,1.14
rcp45cooler_ssp5,2028.0,TVA,177.53495316,35307.7,1.04,1.084
rcp45cooler_ssp5,2028.0,WACM,30.33527763,4829.4,1.106,1.143
rcp45cooler_ssp5,2028.0,WALC,10.82849485,1934.34,1.119,1.12
rcp45cooler_ssp5,2028.0,WAUW,0.79807911,149.65,1.045,1.079
rcp45cooler_ssp5,2029.0,AEC,4.9222060999999995,1300.31,1.028,1.271
rcp45cooler_ssp5,2029.0,AECI,20.935702,5287.41,0.986,0.977
rcp45cooler_ssp5,2029.0,AVA,15.203686560000001,3356.64,1.153,1.376
rcp45cooler_ssp5,2029.0,AZPS,39.07629429,9615.45,1.187,1.228
rcp45cooler_ssp5,2029.0,BANC,21.04924607,5408.55,1.137,1.228
rcp45cooler_ssp5,2029.0,BPAT,67.97675168,14310.47,1.125,1.318
rcp45cooler_ssp5,2029.0,CHPD,2.30600531,684.23,1.142,1.401
rcp45cooler_ssp5,2029.0,CISO,280.33160913,58788.51,1.137,1.226
rcp45cooler_ssp5,2029.0,CPLE,63.23746687,12931.2,1.06,1.057
rcp45cooler_ssp5,2029.0,DOPD,2.06352265,509.15,1.149,1.35
rcp45cooler_ssp5,2029.0,DUK,110.66520408,21732.27,1.052,1.116
rcp45cooler_ssp5,2029.0,EPE,8.99536416,2093.27,1.107,1.161
rcp45cooler_ssp5,2029.0,ERCO,361.61361783,70269.74,1.098,1.064
rcp45cooler_ssp5,2029.0,FMPP,21.93066447,4253.54,1.109,1.115
rcp45cooler_ssp5,2029.0,FPC,65.67212757,13794.39,1.113,1.136
rcp45cooler_ssp5,2029.0,FPL,151.87157508,29020.33,1.108,1.118
rcp45cooler_ssp5,2029.0,GCPD,6.52827015,1075.17,1.145,1.191
rcp45cooler_ssp5,2029.0,GVL,2.42845981,519.69,1.118,1.133
rcp45cooler_ssp5,2029.0,HST,0.6783985699999999,124.01,1.105,1.127
rcp45cooler_ssp5,2029.0,IID,4.56646203,1305.85,1.192,1.212
rcp45cooler_ssp5,2029.0,IPCO,20.46238911,4563.08,1.185,1.254
rcp45cooler_ssp5,2029.0,ISNE,150.29869126,28760.75,1.049,1.038
rcp45cooler_ssp5,2029.0,JEA,15.82715505,3230.59,1.116,1.152
rcp45cooler_ssp5,2029.0,LDWP,34.88489733,8041.38,1.147,1.202
rcp45cooler_ssp5,2029.0,LGEE,30.838178690000003,5946.03,0.984,0.953
rcp45cooler_ssp5,2029.0,MISO,717.23616841,127045.7,1.061,1.068
rcp45cooler_ssp5,2029.0,NEVP,48.9606565,11523.54,1.177,1.278
rcp45cooler_ssp5,2029.0,NSB,0.50602055,111.37,1.117,1.12
rcp45cooler_ssp5,2029.0,NWMT,10.33545661,1825.01,1.077,1.197
rcp45cooler_ssp5,2029.0,NYIS,172.82980196,33043.86,1.05,1.056
rcp45cooler_ssp5,2029.0,PACE,60.44774132,10849.81,1.135,1.187
rcp45cooler_ssp5,2029.0,PACW,24.62881278,4653.03,1.108,1.248
rcp45cooler_ssp5,2029.0,PGE,23.6950515,4763.82,1.101,1.237
rcp45cooler_ssp5,2029.0,PJM,869.9008989700001,172782.13,1.034,1.016
rcp45cooler_ssp5,2029.0,PNM,16.27627078,3045.3,1.087,1.119
rcp45cooler_ssp5,2029.0,PSCO,49.337442659999994,9798.64,1.14,1.185
rcp45cooler_ssp5,2029.0,PSEI,37.91766998,7898.33,1.148,1.373
rcp45cooler_ssp5,2029.0,SC,29.35818081,5708.53,1.096,1.141
rcp45cooler_ssp5,2029.0,SCEG,30.302571620000002,5886.89,1.093,1.125
rcp45cooler_ssp5,2029.0,SCL,12.51518029,2464.19,1.152,1.335
rcp45cooler_ssp5,2029.0,SEC,1.64688617,411.07,1.096,1.322
rcp45cooler_ssp5,2029.0,SOCO,241.14618781000001,48383.71,1.038,1.099
rcp45cooler_ssp5,2029.0,SPA,0.64603426,116.54,0.979,0.925
rcp45cooler_ssp5,2029.0,SRP,37.44645189,9265.04,1.186,1.244
rcp45cooler_ssp5,2029.0,SWPP,281.49867759,54348.45,1.03,1.068
rcp45cooler_ssp5,2029.0,TAL,3.32631387,682.62,1.103,1.128
rcp45cooler_ssp5,2029.0,TEC,26.293251039999998,5024.33,1.109,1.114
rcp45cooler_ssp5,2029.0,TEPC,17.77960366,4130.99,1.178,1.216
rcp45cooler_ssp5,2029.0,TIDC,3.25154937,779.69,1.138,1.229
rcp45cooler_ssp5,2029.0,TPWR,6.21671514,1364.75,1.144,1.418
rcp45cooler_ssp5,2029.0,TVA,179.38006116999998,35975.86,1.05,1.104
rcp45cooler_ssp5,2029.0,WACM,31.05311132,5192.89,1.132,1.229
rcp45cooler_ssp5,2029.0,WALC,11.22261818,2088.72,1.16,1.209
rcp45cooler_ssp5,2029.0,WAUW,0.82867607,165.85,1.085,1.196
rcp45cooler_ssp5,2030.0,AEC,4.97880941,1091.2,1.04,1.067
rcp45cooler_ssp5,2030.0,AECI,20.793879829999998,4884.25,0.98,0.902
rcp45cooler_ssp5,2030.0,AVA,15.29135582,3038.03,1.16,1.245
rcp45cooler_ssp5,2030.0,AZPS,40.01189032,10138.01,1.215,1.295
rcp45cooler_ssp5,2030.0,BANC,21.634731640000002,5646.29,1.168,1.282
rcp45cooler_ssp5,2030.0,BPAT,68.92062627,13713.56,1.14,1.263
rcp45cooler_ssp5,2030.0,CHPD,2.35495131,620.35,1.166,1.27
rcp45cooler_ssp5,2030.0,CISO,286.42868173,60728.02,1.162,1.267
rcp45cooler_ssp5,2030.0,CPLE,63.03818326,13493.03,1.056,1.103
rcp45cooler_ssp5,2030.0,DOPD,2.06608063,455.98,1.15,1.209
rcp45cooler_ssp5,2030.0,DUK,112.24519085,23093.14,1.067,1.186
rcp45cooler_ssp5,2030.0,EPE,9.05029925,2157.43,1.114,1.197
rcp45cooler_ssp5,2030.0,ERCO,367.91159551,74646.91,1.117,1.13
rcp45cooler_ssp5,2030.0,FMPP,22.06528804,4222.17,1.115,1.107
rcp45cooler_ssp5,2030.0,FPC,66.05785869,13494.36,1.12,1.111
rcp45cooler_ssp5,2030.0,FPL,153.74593496,28747.1,1.122,1.108
rcp45cooler_ssp5,2030.0,GCPD,6.57500059,1106.52,1.153,1.226
rcp45cooler_ssp5,2030.0,GVL,2.43986592,521.82,1.123,1.138
rcp45cooler_ssp5,2030.0,HST,0.6891404499999999,123.7,1.123,1.124
rcp45cooler_ssp5,2030.0,IID,4.5929904299999995,1336.1,1.199,1.24
rcp45cooler_ssp5,2030.0,IPCO,20.86051131,4489.03,1.208,1.234
rcp45cooler_ssp5,2030.0,ISNE,152.52535942,29214.16,1.064,1.055
rcp45cooler_ssp5,2030.0,JEA,15.73414886,3291.43,1.109,1.174
rcp45cooler_ssp5,2030.0,LDWP,35.79026643,8114.35,1.177,1.213
rcp45cooler_ssp5,2030.0,LGEE,31.08417522,6386.03,0.991,1.023
rcp45cooler_ssp5,2030.0,MISO,726.94209655,131659.64,1.076,1.107
rcp45cooler_ssp5,2030.0,NEVP,49.90310718,11197.84,1.2,1.242
rcp45cooler_ssp5,2030.0,NSB,0.50726335,114.31,1.119,1.149
rcp45cooler_ssp5,2030.0,NWMT,10.490497,1771.79,1.093,1.162
rcp45cooler_ssp5,2030.0,NYIS,175.44940366999998,33835.84,1.065,1.081
rcp45cooler_ssp5,2030.0,PACE,61.69630382,11072.39,1.159,1.211
rcp45cooler_ssp5,2030.0,PACW,24.896996859999998,4588.45,1.12,1.231
rcp45cooler_ssp5,2030.0,PGE,24.05326919,4730.36,1.117,1.228
rcp45cooler_ssp5,2030.0,PJM,878.82229936,181946.36,1.045,1.07
rcp45cooler_ssp5,2030.0,PNM,16.705110960000003,3219.11,1.116,1.182
rcp45cooler_ssp5,2030.0,PSCO,50.56338333,10031.58,1.169,1.213
rcp45cooler_ssp5,2030.0,PSEI,38.36068958,7310.94,1.162,1.271
rcp45cooler_ssp5,2030.0,SC,29.73474005,6131.61,1.11,1.226
rcp45cooler_ssp5,2030.0,SCEG,30.95299391,6283.38,1.116,1.201
rcp45cooler_ssp5,2030.0,SCL,12.61853412,2276.95,1.161,1.234
rcp45cooler_ssp5,2030.0,SEC,1.63534135,323.58,1.088,1.04
rcp45cooler_ssp5,2030.0,SOCO,244.95235929,49860.13,1.054,1.132
rcp45cooler_ssp5,2030.0,SPA,0.64198389,117.78,0.973,0.935
rcp45cooler_ssp5,2030.0,SRP,38.32741131,9712.83,1.214,1.305
rcp45cooler_ssp5,2030.0,SWPP,286.09062489999997,58257.73,1.047,1.145
rcp45cooler_ssp5,2030.0,TAL,3.36991145,708.56,1.117,1.171
rcp45cooler_ssp5,2030.0,TEC,26.59706985,5070.76,1.121,1.124
rcp45cooler_ssp5,2030.0,TEPC,18.12762996,4305.9,1.201,1.268
rcp45cooler_ssp5,2030.0,TIDC,3.32731677,826.11,1.165,1.302
rcp45cooler_ssp5,2030.0,TPWR,6.29527607,1232.89,1.159,1.281
rcp45cooler_ssp5,2030.0,TVA,181.27015022,37301.53,1.062,1.145
rcp45cooler_ssp5,2030.0,WACM,31.704040589999998,5311.07,1.155,1.257
rcp45cooler_ssp5,2030.0,WALC,11.34944309,2060.86,1.173,1.193
rcp45cooler_ssp5,2030.0,WAUW,0.83226491,160.15,1.09,1.154
rcp45cooler_ssp5,2031.0,AEC,5.06983636,1193.18,1.059,1.167
rcp45cooler_ssp5,2031.0,AECI,21.47757097,4584.71,1.012,0.847
rcp45cooler_ssp5,2031.0,AVA,15.479489630000002,2842.82,1.174,1.165
rcp45cooler_ssp5,2031.0,AZPS,40.86254021,9580.26,1.241,1.223
