Scenario,Year,Interconnection,Total_Load_TWh,Peak_Load_MWh,Total_Load_Normalized,Peak_Load_Normalized
rcp45hotter_ssp5,2071.0,ERCOT,1109.99650652,222430.81,3.402,3.401
rcp45hotter_ssp5,2072.0,EIC,7444.65489562,1456110.54,2.44,2.58
rcp45hotter_ssp5,2072.0,WECC,2278.9183522800004,436399.94,2.889,3.095
rcp45hotter_ssp5,2072.0,ERCOT,1142.18088214,228827.66,3.501,3.498
rcp45hotter_ssp5,2073.0,EIC,7590.8935184,1480841.33,2.488,2.624
rcp45hotter_ssp5,2073.0,WECC,2313.8030133400002,458468.36,2.933,3.252
rcp45hotter_ssp5,2073.0,ERCOT,1163.03295847,237713.03,3.565,3.634
rcp45hotter_ssp5,2074.0,EIC,7727.66980089,1442467.8699999999,2.533,2.556
rcp45hotter_ssp5,2074.0,WECC,2349.51472103,451800.2,2.978,3.205
rcp45hotter_ssp5,2074.0,ERCOT,1192.52032455,247867.94,3.655,3.79
rcp45hotter_ssp5,2075.0,EIC,7869.0464971599995,1566505.18,2.579,2.775
rcp45hotter_ssp5,2075.0,WECC,2385.01233195,477932.78,3.023,3.39
rcp45hotter_ssp5,2075.0,ERCOT,1217.62137447,256393.25,3.732,3.92
rcp45hotter_ssp5,2076.0,EIC,8036.954854340001,1543694.66,2.634,2.735
rcp45hotter_ssp5,2076.0,WECC,2431.89267301,488631.38,3.082,3.466
rcp45hotter_ssp5,2076.0,ERCOT,1253.7559414500001,258574.12,3.843,3.953
rcp45hotter_ssp5,2077.0,EIC,8212.913490219998,1651136.65,2.692,2.925
rcp45hotter_ssp5,2077.0,WECC,2480.1773868200003,472534.82,3.144,3.352
rcp45hotter_ssp5,2077.0,ERCOT,1280.43586277,262004.73,3.924,4.006
rcp45hotter_ssp5,2078.0,EIC,8382.011901220001,1634732.99,2.748,2.896
rcp45hotter_ssp5,2078.0,WECC,2525.6902004099998,504314.16,3.201,3.577
rcp45hotter_ssp5,2078.0,ERCOT,1316.74790375,280546.36,4.036,4.289
rcp45hotter_ssp5,2079.0,EIC,8556.99394509,1717209.74,2.805,3.043
rcp45hotter_ssp5,2079.0,WECC,2573.9186510900004,486423.07,3.262,3.45
rcp45hotter_ssp5,2079.0,ERCOT,1344.4606759,283575.04,4.121,4.335
rcp45hotter_ssp5,2080.0,EIC,8726.11534719,1689332.51,2.86,2.993
rcp45hotter_ssp5,2080.0,WECC,2620.4473624400002,506982.11,3.321,3.596
rcp45hotter_ssp5,2080.0,ERCOT,1379.73382729,294050.82,4.229,4.496
rcp45hotter_ssp5,2081.0,EIC,8931.41016845,1769923.6099999999,2.928,3.136
rcp45hotter_ssp5,2081.0,WECC,2674.36940633,520477.51999999996,3.39,3.692
rcp45hotter_ssp5,2081.0,ERCOT,1412.34544149,294577.77,4.329,4.504
rcp45hotter_ssp5,2082.0,EIC,9129.86178486,1777218.69,2.993,3.149
rcp45hotter_ssp5,2082.0,WECC,2726.94000027,530054.91,3.456,3.76
rcp45hotter_ssp5,2082.0,ERCOT,1453.15171491,303827.04,4.454,4.645
rcp45hotter_ssp5,2083.0,EIC,9324.43657326,1765308.05,3.057,3.128
rcp45hotter_ssp5,2083.0,WECC,2779.77099391,539107.99,3.523,3.824
rcp45hotter_ssp5,2083.0,ERCOT,1497.5744072999998,315261.03,4.59,4.82
rcp45hotter_ssp5,2084.0,EIC,9527.262284380002,1806224.98,3.123,3.2
rcp45hotter_ssp5,2084.0,WECC,2832.25401669,535458.61,3.59,3.798
rcp45hotter_ssp5,2084.0,ERCOT,1534.09415341,314719.73,4.702,4.812
rcp45hotter_ssp5,2085.0,EIC,9726.698604059999,1866660.44,3.188,3.307
rcp45hotter_ssp5,2085.0,WECC,2884.1008404,561778.08,3.656,3.985
rcp45hotter_ssp5,2085.0,ERCOT,1574.63948706,320994.69,4.826,4.908
rcp45hotter_ssp5,2086.0,EIC,9974.00590298,2037304.45,3.269,3.61
rcp45hotter_ssp5,2086.0,WECC,2952.51843531,614040.48,3.742,4.355
rcp45hotter_ssp5,2086.0,ERCOT,1630.5017783199999,336681.62,4.997,5.147
rcp45hotter_ssp5,2087.0,EIC,10241.275388380001,2013988.23,3.357,3.568
rcp45hotter_ssp5,2087.0,WECC,3021.64517544,572396.65,3.83,4.06
rcp45hotter_ssp5,2087.0,ERCOT,1665.69274174,348558.27,5.105,5.329
rcp45hotter_ssp5,2088.0,EIC,10484.703200600003,2029309.27,3.437,3.595
rcp45hotter_ssp5,2088.0,WECC,3088.93618306,574411.52,3.915,4.074
rcp45hotter_ssp5,2088.0,ERCOT,1726.56110727,358630.75,5.292,5.483
rcp45hotter_ssp5,2089.0,EIC,10728.076069230001,2109051.76,3.517,3.737
rcp45hotter_ssp5,2089.0,WECC,3157.3449376599997,616412.56,4.002,4.372
rcp45hotter_ssp5,2089.0,ERCOT,1786.36666855,371451.13,5.475,5.679
rcp45hotter_ssp5,2090.0,EIC,10991.91719041,2160753.68,3.603,3.828
rcp45hotter_ssp5,2090.0,WECC,3223.83593975,622638.49,4.086,4.416
rcp45hotter_ssp5,2090.0,ERCOT,1827.62172639,382814.97,5.601,5.853
rcp45hotter_ssp5,2091.0,EIC,11278.92750724,2249442.64,3.697,3.986
rcp45hotter_ssp5,2091.0,WECC,3300.6426042199996,640586.57,4.184,4.544
rcp45hotter_ssp5,2091.0,ERCOT,1921.4831431500002,397088.16,5.889,6.071
rcp45hotter_ssp5,2092.0,EIC,11587.242230209999,2301144.29,3.798,4.077
rcp45hotter_ssp5,2092.0,WECC,3378.5896830799998,652625.0499999999,4.282,4.629
rcp45hotter_ssp5,2092.0,ERCOT,1992.89974073,416965.57,6.108,6.375
rcp45hotter_ssp5,2093.0,EIC,11898.95615034,2253818.64,3.9,3.993
rcp45hotter_ssp5,2093.0,WECC,3455.33303029,677968.78,4.38,4.809
rcp45hotter_ssp5,2093.0,ERCOT,2062.1208716,428581.88,6.32,6.552
rcp45hotter_ssp5,2094.0,EIC,12206.414787300002,2251397.73,4.001,3.989
rcp45hotter_ssp5,2094.0,WECC,3531.7297998000004,648853.47,4.477,4.602
rcp45hotter_ssp5,2094.0,ERCOT,2135.94386423,427275.64,6.546,6.532
rcp45hotter_ssp5,2095.0,EIC,12505.01794202,2388569.25,4.099,4.232
rcp45hotter_ssp5,2095.0,WECC,3609.6696563200003,687896.73,4.575,4.879
rcp45hotter_ssp5,2095.0,ERCOT,2217.07925085,458268.62,6.795,7.006
rcp45hotter_ssp5,2096.0,EIC,12739.769814869998,2433961.77,4.176,4.312
rcp45hotter_ssp5,2096.0,WECC,3666.8491389299998,700246.35,4.648,4.967
rcp45hotter_ssp5,2096.0,ERCOT,2264.3012839099997,464589.76,6.94,7.103
rcp45hotter_ssp5,2097.0,EIC,12959.45416498,2507045.9,4.248,4.442
rcp45hotter_ssp5,2097.0,WECC,3725.70851249,721787.72,4.722,5.12
rcp45hotter_ssp5,2097.0,ERCOT,2324.9109490100004,478938.3,7.125,7.322
rcp45hotter_ssp5,2098.0,EIC,13196.88915507,2498606.8,4.326,4.427
rcp45hotter_ssp5,2098.0,WECC,3781.7764479099997,734859.55,4.793,5.212
rcp45hotter_ssp5,2098.0,ERCOT,2370.5614095100004,503022.22,7.265,7.69
rcp45hotter_ssp5,2099.0,EIC,13422.36534091,2581459.69,4.4,4.574
rcp45hotter_ssp5,2099.0,WECC,3841.59580584,731430.99,4.869,5.188
rcp45hotter_ssp5,2099.0,ERCOT,2424.4192532399998,510123.37,7.43,7.799
rcp85cooler_ssp3,2020.0,EIC,3100.8361484499997,594191.37,1.016,1.053
rcp85cooler_ssp3,2020.0,WECC,815.27848883,157346.07,1.033,1.116
rcp85cooler_ssp3,2020.0,ERCOT,334.71143126,69080.94,1.026,1.056
rcp85cooler_ssp3,2021.0,EIC,3097.03835955,587896.8,1.015,1.042
rcp85cooler_ssp3,2021.0,WECC,823.72848037,153529.98,1.044,1.089
rcp85cooler_ssp3,2021.0,ERCOT,334.63692374,66812.35,1.026,1.021
rcp85cooler_ssp3,2022.0,EIC,3091.63814709,568441.65,1.013,1.007
rcp85cooler_ssp3,2022.0,WECC,831.92098662,153187.88,1.054,1.087
rcp85cooler_ssp3,2022.0,ERCOT,336.42233216000005,67805.42,1.031,1.037
rcp85cooler_ssp3,2023.0,EIC,3089.23623305,587911.08,1.013,1.042
rcp85cooler_ssp3,2023.0,WECC,839.94149411,163124.2,1.065,1.157
rcp85cooler_ssp3,2023.0,ERCOT,335.38144679000004,67706.7,1.028,1.035
rcp85cooler_ssp3,2024.0,EIC,3082.60941127,570064.4299999999,1.01,1.01
rcp85cooler_ssp3,2024.0,WECC,848.1102664800001,154449.68,1.075,1.095
rcp85cooler_ssp3,2024.0,ERCOT,338.41719101999996,69197.85,1.037,1.058
rcp85cooler_ssp3,2025.0,EIC,3077.45916059,553222.09,1.009,0.98
rcp85cooler_ssp3,2025.0,WECC,856.13543698,166016.91999999998,1.085,1.178
rcp85cooler_ssp3,2025.0,ERCOT,340.11997130000003,67022.38,1.042,1.025
rcp85cooler_ssp3,2026.0,EIC,3091.5470277,585410.92,1.013,1.037
rcp85cooler_ssp3,2026.0,WECC,863.00185628,159292.61000000002,1.094,1.13
rcp85cooler_ssp3,2026.0,ERCOT,340.60357724,71739.09,1.044,1.097
rcp85cooler_ssp3,2027.0,EIC,3105.22104283,594248.29,1.018,1.053
rcp85cooler_ssp3,2027.0,WECC,869.8951651,157723.18,1.103,1.119
rcp85cooler_ssp3,2027.0,ERCOT,341.47414306,69428.64,1.047,1.061
rcp85cooler_ssp3,2028.0,EIC,3117.3416982,595348.88,1.022,1.055
rcp85cooler_ssp3,2028.0,WECC,876.61051225,164358.33000000002,1.111,1.166
rcp85cooler_ssp3,2028.0,ERCOT,344.07603063,70686.66,1.055,1.081
rcp85cooler_ssp3,2029.0,EIC,3129.72889698,585721.65,1.026,1.038
rcp85cooler_ssp3,2029.0,WECC,883.7294700599999,168190.38,1.12,1.193
rcp85cooler_ssp3,2029.0,ERCOT,346.00776578,67403.86,1.06,1.031
rcp85cooler_ssp3,2030.0,EIC,3141.77236204,611628.93,1.03,1.084
rcp85cooler_ssp3,2030.0,WECC,890.56934485,165965.99,1.129,1.177
rcp85cooler_ssp3,2030.0,ERCOT,348.56231086,71163.39,1.068,1.088
rcp85cooler_ssp3,2031.0,EIC,3141.41038256,595604.79,1.03,1.055
rcp85cooler_ssp3,2031.0,WECC,894.2874036799999,165322.55,1.134,1.173
rcp85cooler_ssp3,2031.0,ERCOT,347.99785781,67774.16,1.067,1.036
rcp85cooler_ssp3,2032.0,EIC,3136.3725778499997,595275.14,1.028,1.055
rcp85cooler_ssp3,2032.0,WECC,899.03399055,166622.16,1.14,1.182
rcp85cooler_ssp3,2032.0,ERCOT,351.08069675,70332.27,1.076,1.075
rcp85cooler_ssp3,2033.0,EIC,3135.3483205300004,591746.59,1.028,1.048
rcp85cooler_ssp3,2033.0,WECC,902.5771638,173369.87,1.144,1.23
rcp85cooler_ssp3,2033.0,ERCOT,351.35340806,71053.13,1.077,1.086
rcp85cooler_ssp3,2034.0,EIC,3132.3345897199997,572641.38,1.027,1.015
rcp85cooler_ssp3,2034.0,WECC,906.70200126,167986.55,1.149,1.191
rcp85cooler_ssp3,2034.0,ERCOT,353.03392252,72689.75,1.082,1.111
rcp85cooler_ssp3,2035.0,EIC,3130.29790007,600333.62,1.026,1.064
rcp85cooler_ssp3,2035.0,WECC,910.54309856,171317.44,1.154,1.215
rcp85cooler_ssp3,2035.0,ERCOT,354.02113724000003,74305.26,1.085,1.136
rcp85cooler_ssp3,2036.0,EIC,3136.7903303099997,583449.87,1.028,1.034
rcp85cooler_ssp3,2036.0,WECC,916.1844783099999,178234.68,1.161,1.264
rcp85cooler_ssp3,2036.0,ERCOT,358.39827157999997,72569.17,1.098,1.109
rcp85cooler_ssp3,2037.0,EIC,3144.91579564,609689.54,1.031,1.08
rcp85cooler_ssp3,2037.0,WECC,922.27592927,172725.22,1.169,1.225
rcp85cooler_ssp3,2037.0,ERCOT,360.69230262,72429.06,1.105,1.107
rcp85cooler_ssp3,2038.0,EIC,3151.64718635,599393.61,1.033,1.062
rcp85cooler_ssp3,2038.0,WECC,927.6090796799999,179585.87,1.176,1.274
rcp85cooler_ssp3,2038.0,ERCOT,365.13870641000005,76135.39,1.119,1.164
rcp85cooler_ssp3,2039.0,EIC,3160.36811812,617576.5599999999,1.036,1.094
rcp85cooler_ssp3,2039.0,WECC,933.71942014,171124.82,1.183,1.214
rcp85cooler_ssp3,2039.0,ERCOT,366.81837541000004,75597.92,1.124,1.156
rcp85cooler_ssp3,2040.0,EIC,3167.4438349,593113.75,1.038,1.051
rcp85cooler_ssp3,2040.0,WECC,939.19124002,176084.41999999998,1.19,1.249
rcp85cooler_ssp3,2040.0,ERCOT,370.78178381,79340.04,1.136,1.213
rcp85cooler_ssp3,2041.0,EIC,3171.24526562,613294.74,1.04,1.087
rcp85cooler_ssp3,2041.0,WECC,944.2508667999999,180112.0,1.197,1.278
rcp85cooler_ssp3,2041.0,ERCOT,369.19356724,75859.31,1.132,1.16
rcp85cooler_ssp3,2042.0,EIC,3173.5210218800003,600241.65,1.04,1.063
rcp85cooler_ssp3,2042.0,WECC,948.99246852,181309.25999999998,1.203,1.286
rcp85cooler_ssp3,2042.0,ERCOT,369.44904186,75463.43,1.132,1.154
rcp85cooler_ssp3,2043.0,EIC,3175.18346429,586377.92,1.041,1.039
rcp85cooler_ssp3,2043.0,WECC,953.7397037100001,180831.44999999998,1.209,1.283
rcp85cooler_ssp3,2043.0,ERCOT,370.31220301,78204.21,1.135,1.196
rcp85cooler_ssp3,2044.0,EIC,3178.2307104,582597.4199999999,1.042,1.032
rcp85cooler_ssp3,2044.0,WECC,958.47547743,178086.13999999998,1.215,1.263
rcp85cooler_ssp3,2044.0,ERCOT,369.80202109,74906.38,1.133,1.145
rcp85cooler_ssp3,2045.0,EIC,3181.1440091,598246.34,1.043,1.06
rcp85cooler_ssp3,2045.0,WECC,962.88314202,185296.87,1.22,1.314
rcp85cooler_ssp3,2045.0,ERCOT,369.75389111000004,74541.46,1.133,1.14
rcp85cooler_ssp3,2046.0,EIC,3192.2097006100003,641715.65,1.046,1.137
rcp85cooler_ssp3,2046.0,WECC,968.4690444700001,198492.31,1.228,1.408
rcp85cooler_ssp3,2046.0,ERCOT,373.38725447,75799.32,1.144,1.159
rcp85cooler_ssp3,2047.0,EIC,3206.4448754699997,618410.37,1.051,1.096
rcp85cooler_ssp3,2047.0,WECC,974.34130375,185964.61000000002,1.235,1.319
rcp85cooler_ssp3,2047.0,ERCOT,373.56477801,76495.52,1.145,1.169
rcp85cooler_ssp3,2048.0,EIC,3216.75326444,603817.74,1.054,1.07
rcp85cooler_ssp3,2048.0,WECC,979.62329925,180024.03,1.242,1.277
rcp85cooler_ssp3,2048.0,ERCOT,378.25935626999996,76899.61,1.159,1.176
rcp85cooler_ssp3,2049.0,EIC,3226.6248226999996,618173.28,1.058,1.095
rcp85cooler_ssp3,2049.0,WECC,985.19489741,188527.63999999998,1.249,1.337
rcp85cooler_ssp3,2049.0,ERCOT,383.10115144,78681.07,1.174,1.203
rcp85cooler_ssp3,2050.0,EIC,3241.1881269299997,622733.3400000001,1.062,1.103
rcp85cooler_ssp3,2050.0,WECC,990.2920347200001,186973.67,1.255,1.326
rcp85cooler_ssp3,2050.0,ERCOT,383.72566752,79980.42,1.176,1.223
rcp85cooler_ssp3,2051.0,EIC,3247.3921864699996,642961.0800000001,1.064,1.139
rcp85cooler_ssp3,2051.0,WECC,995.73424414,186138.16999999998,1.262,1.32
rcp85cooler_ssp3,2051.0,ERCOT,389.23836615,79774.77,1.193,1.22
rcp85cooler_ssp3,2052.0,EIC,3257.18985252,633280.1900000001,1.068,1.122
rcp85cooler_ssp3,2052.0,WECC,1001.55923339,189923.18,1.269,1.347
rcp85cooler_ssp3,2052.0,ERCOT,390.77467763,80517.55,1.198,1.231
rcp85cooler_ssp3,2053.0,EIC,3267.9584599,619464.22,1.071,1.098
rcp85cooler_ssp3,2053.0,WECC,1007.0530442999999,194934.41999999998,1.276,1.383
rcp85cooler_ssp3,2053.0,ERCOT,391.67122843,79059.06,1.2,1.209
rcp85cooler_ssp3,2054.0,EIC,3277.89925756,590403.54,1.074,1.046
rcp85cooler_ssp3,2054.0,WECC,1012.36247583,185075.26,1.283,1.313
rcp85cooler_ssp3,2054.0,ERCOT,393.57996380000003,77624.36,1.206,1.187
rcp85cooler_ssp3,2055.0,EIC,3286.0474417600003,618154.49,1.077,1.095
rcp85cooler_ssp3,2055.0,WECC,1018.16231095,191407.5,1.291,1.358
rcp85cooler_ssp3,2055.0,ERCOT,396.79091339999997,80869.22,1.216,1.236
rcp85cooler_ssp3,2056.0,EIC,3314.82710923,635183.46,1.087,1.125
rcp85cooler_ssp3,2056.0,WECC,1027.03569273,195914.75,1.302,1.39
rcp85cooler_ssp3,2056.0,ERCOT,401.02718267,81125.63,1.229,1.24
rcp85cooler_ssp3,2057.0,EIC,3340.4873365900003,643314.57,1.095,1.14
rcp85cooler_ssp3,2057.0,WECC,1036.30737382,196221.27000000002,1.314,1.392
rcp85cooler_ssp3,2057.0,ERCOT,407.98460054000003,82056.4,1.25,1.255
rcp85cooler_ssp3,2058.0,EIC,3369.78018728,628164.12,1.105,1.113
rcp85cooler_ssp3,2058.0,WECC,1044.78622603,203080.30000000002,1.324,1.44
rcp85cooler_ssp3,2058.0,ERCOT,412.10221825,86087.01,1.263,1.316
rcp85cooler_ssp3,2059.0,EIC,3396.05913603,635768.1699999999,1.113,1.126
rcp85cooler_ssp3,2059.0,WECC,1054.25571706,199648.61000000002,1.336,1.416
rcp85cooler_ssp3,2059.0,ERCOT,418.24310307999997,86020.98,1.282,1.315
rcp85cooler_ssp3,2060.0,EIC,3423.44514023,678071.31,1.122,1.201
rcp85cooler_ssp3,2060.0,WECC,1062.75368724,214270.2,1.347,1.52
rcp85cooler_ssp3,2060.0,ERCOT,424.24845278,89830.03,1.3,1.373
rcp85cooler_ssp3,2061.0,EIC,3446.9321849899998,676610.35,1.13,1.199
rcp85cooler_ssp3,2061.0,WECC,1073.8631144400001,206795.08,1.361,1.467
rcp85cooler_ssp3,2061.0,ERCOT,428.97113921,86980.77,1.315,1.33
rcp85cooler_ssp3,2062.0,EIC,3467.6834885999997,665179.52,1.137,1.179
rcp85cooler_ssp3,2062.0,WECC,1084.6014896600002,209255.64,1.375,1.484
rcp85cooler_ssp3,2062.0,ERCOT,436.80061899000003,88232.58,1.339,1.349
rcp85cooler_ssp3,2063.0,EIC,3492.80484877,686065.07,1.145,1.216
rcp85cooler_ssp3,2063.0,WECC,1095.27458105,221320.69,1.388,1.57
rcp85cooler_ssp3,2063.0,ERCOT,440.32532623000003,92660.66,1.35,1.417
rcp85cooler_ssp3,2064.0,EIC,3511.45284787,679443.32,1.151,1.204
rcp85cooler_ssp3,2064.0,WECC,1105.9943318,206546.49,1.402,1.465
rcp85cooler_ssp3,2064.0,ERCOT,450.27673241,93948.61,1.38,1.436
rcp85cooler_ssp3,2065.0,EIC,3533.7315573299998,659096.85,1.158,1.168
rcp85cooler_ssp3,2065.0,WECC,1116.59195559,222653.82,1.415,1.579
rcp85cooler_ssp3,2065.0,ERCOT,456.71955735,93093.05,1.4,1.423
rcp85cooler_ssp3,2066.0,EIC,3546.21770709,692991.49,1.162,1.228
rcp85cooler_ssp3,2066.0,WECC,1122.267349,213991.38999999998,1.422,1.518
rcp85cooler_ssp3,2066.0,ERCOT,459.08649316000003,97488.21,1.407,1.49
rcp85cooler_ssp3,2067.0,EIC,3558.93878043,703560.09,1.167,1.247
rcp85cooler_ssp3,2067.0,WECC,1128.12135212,212626.9,1.43,1.508
rcp85cooler_ssp3,2067.0,ERCOT,461.03989878,95851.76,1.413,1.465
rcp85cooler_ssp3,2068.0,EIC,3568.4874874,704401.69,1.17,1.248
rcp85cooler_ssp3,2068.0,WECC,1133.8158519,219834.56,1.437,1.559
rcp85cooler_ssp3,2068.0,ERCOT,466.32516831,98937.2,1.429,1.513
rcp85cooler_ssp3,2069.0,EIC,3579.41869777,694923.93,1.173,1.231
rcp85cooler_ssp3,2069.0,WECC,1139.8256135,222993.52,1.445,1.582
rcp85cooler_ssp3,2069.0,ERCOT,469.91267514,93197.05,1.44,1.425
rcp85cooler_ssp3,2070.0,EIC,3589.1592467600003,709101.87,1.177,1.256
rcp85cooler_ssp3,2070.0,WECC,1145.58675421,218240.23,1.452,1.548
rcp85cooler_ssp3,2070.0,ERCOT,474.93946632999996,98464.92,1.456,1.505
rcp85cooler_ssp3,2071.0,EIC,3591.89310027,696380.21,1.177,1.234
rcp85cooler_ssp3,2071.0,WECC,1144.33787366,212282.22,1.45,1.506
rcp85cooler_ssp3,2071.0,ERCOT,473.77474234,94763.99,1.452,1.449
rcp85cooler_ssp3,2072.0,EIC,3587.22640835,704552.9299999999,1.176,1.248
rcp85cooler_ssp3,2072.0,WECC,1144.80823826,220885.91999999998,1.451,1.567
rcp85cooler_ssp3,2072.0,ERCOT,478.29131865,97308.76,1.466,1.488
rcp85cooler_ssp3,2073.0,EIC,3589.0825256999997,696036.51,1.176,1.233
rcp85cooler_ssp3,2073.0,WECC,1143.6221510799999,226380.48,1.45,1.606
rcp85cooler_ssp3,2073.0,ERCOT,477.94153438999996,98467.91,1.465,1.505
rcp85cooler_ssp3,2074.0,EIC,3587.3473637399998,674482.39,1.176,1.195
rcp85cooler_ssp3,2074.0,WECC,1142.95298149,219096.4,1.449,1.554
rcp85cooler_ssp3,2074.0,ERCOT,480.66611237,100152.6,1.473,1.531
rcp85cooler_ssp3,2075.0,EIC,3587.20647818,711017.8099999999,1.176,1.26
rcp85cooler_ssp3,2075.0,WECC,1142.11948257,228070.97,1.448,1.618
rcp85cooler_ssp3,2075.0,ERCOT,481.96075035,100972.6,1.477,1.544
rcp85cooler_ssp3,2076.0,EIC,3577.56548208,689697.68,1.173,1.222
rcp85cooler_ssp3,2076.0,WECC,1141.34996407,227903.19999999998,1.447,1.616
rcp85cooler_ssp3,2076.0,ERCOT,484.17086057,98925.76,1.484,1.512
rcp85cooler_ssp3,2077.0,EIC,3570.8075829699997,714774.85,1.17,1.266
rcp85cooler_ssp3,2077.0,WECC,1141.24747151,218191.12,1.447,1.548
rcp85cooler_ssp3,2077.0,ERCOT,482.83084956,98146.44,1.48,1.501
rcp85cooler_ssp3,2078.0,EIC,3561.96825492,691643.1599999999,1.168,1.225
rcp85cooler_ssp3,2078.0,WECC,1139.8032699,228729.99,1.445,1.622
rcp85cooler_ssp3,2078.0,ERCOT,484.91396069,103310.39,1.486,1.579
rcp85cooler_ssp3,2079.0,EIC,3554.9788210799998,708841.8400000001,1.165,1.256
rcp85cooler_ssp3,2079.0,WECC,1139.63246899,216127.06999999998,1.444,1.533
rcp85cooler_ssp3,2079.0,ERCOT,483.8737975,102025.39,1.483,1.56
rcp85cooler_ssp3,2080.0,EIC,3546.27931604,684585.03,1.162,1.213
rcp85cooler_ssp3,2080.0,WECC,1138.73625999,218933.56,1.443,1.553
rcp85cooler_ssp3,2080.0,ERCOT,485.26911441000004,103321.52,1.487,1.58
rcp85cooler_ssp3,2081.0,EIC,3538.86881723,700213.15,1.16,1.241
rcp85cooler_ssp3,2081.0,WECC,1137.13145962,221660.82,1.441,1.572
rcp85cooler_ssp3,2081.0,ERCOT,482.76654441000005,101137.19,1.48,1.546
rcp85cooler_ssp3,2082.0,EIC,3529.2915913,684807.76,1.157,1.213
rcp85cooler_ssp3,2082.0,WECC,1135.03027719,222076.79,1.439,1.575
rcp85cooler_ssp3,2082.0,ERCOT,482.92708808,100712.08,1.48,1.54
rcp85cooler_ssp3,2083.0,EIC,3518.02299726,667312.4299999999,1.153,1.182
rcp85cooler_ssp3,2083.0,WECC,1133.05980001,221242.69,1.436,1.569
rcp85cooler_ssp3,2083.0,ERCOT,484.64829575,100752.37,1.485,1.54
rcp85cooler_ssp3,2084.0,EIC,3509.5761848800003,667071.74,1.15,1.182
rcp85cooler_ssp3,2084.0,WECC,1130.86431411,215447.66999999998,1.433,1.528
rcp85cooler_ssp3,2084.0,ERCOT,483.77272152999996,98502.3,1.483,1.506
rcp85cooler_ssp3,2085.0,EIC,3500.63386504,674701.74,1.147,1.195
rcp85cooler_ssp3,2085.0,WECC,1128.41017109,222663.05,1.43,1.579
rcp85cooler_ssp3,2085.0,ERCOT,483.65132489,99116.88,1.482,1.515
rcp85cooler_ssp3,2086.0,EIC,3493.0306336599997,715606.88,1.145,1.268
rcp85cooler_ssp3,2086.0,WECC,1125.86912377,235919.28,1.427,1.673
rcp85cooler_ssp3,2086.0,ERCOT,485.45883645,98815.69,1.488,1.511
rcp85cooler_ssp3,2087.0,EIC,3491.08014281,692710.04,1.144,1.227
rcp85cooler_ssp3,2087.0,WECC,1123.63043995,213269.95,1.424,1.513
rcp85cooler_ssp3,2087.0,ERCOT,481.31125513999996,98632.48,1.475,1.508
rcp85cooler_ssp3,2088.0,EIC,3482.7746572600004,677800.38,1.142,1.201
rcp85cooler_ssp3,2088.0,WECC,1120.7437718499998,211513.34,1.421,1.5
rcp85cooler_ssp3,2088.0,ERCOT,484.16664776,100107.74,1.484,1.53
rcp85cooler_ssp3,2089.0,EIC,3474.98554574,688958.35,1.139,1.221
rcp85cooler_ssp3,2089.0,WECC,1118.20030672,220478.11000000002,1.417,1.564
rcp85cooler_ssp3,2089.0,ERCOT,486.16246167,101143.94,1.49,1.546
rcp85cooler_ssp3,2090.0,EIC,3472.8675664,688067.84,1.138,1.219
rcp85cooler_ssp3,2090.0,WECC,1115.07503242,219376.75,1.413,1.556
rcp85cooler_ssp3,2090.0,ERCOT,483.06895821,103075.19,1.481,1.576
rcp85cooler_ssp3,2091.0,EIC,3455.03474079,699998.34,1.133,1.24
rcp85cooler_ssp3,2091.0,WECC,1110.14960476,215829.79,1.407,1.531
rcp85cooler_ssp3,2091.0,ERCOT,486.21252397,100064.72,1.49,1.53
rcp85cooler_ssp3,2092.0,EIC,3442.60581876,692087.54,1.128,1.226
rcp85cooler_ssp3,2092.0,WECC,1105.66773176,218158.07,1.401,1.547
rcp85cooler_ssp3,2092.0,ERCOT,483.50862986000004,101234.71,1.482,1.548
rcp85cooler_ssp3,2093.0,EIC,3430.95055598,664493.36,1.125,1.177
rcp85cooler_ssp3,2093.0,WECC,1100.9236434700001,217174.97,1.395,1.54
rcp85cooler_ssp3,2093.0,ERCOT,480.29329325,100803.95,1.472,1.541
rcp85cooler_ssp3,2094.0,EIC,3418.25300218,643339.99,1.12,1.14
rcp85cooler_ssp3,2094.0,WECC,1095.9195943599998,204522.19,1.389,1.451
rcp85cooler_ssp3,2094.0,ERCOT,478.38021393,96266.17,1.466,1.472
rcp85cooler_ssp3,2095.0,EIC,3403.84394938,662371.01,1.116,1.174
rcp85cooler_ssp3,2095.0,WECC,1091.30421226,210283.27,1.383,1.492
rcp85cooler_ssp3,2095.0,ERCOT,477.78995986,99527.57,1.464,1.522
rcp85cooler_ssp3,2096.0,EIC,3392.0228936,653702.86,1.112,1.158
rcp85cooler_ssp3,2096.0,WECC,1085.4189198800002,212585.89,1.376,1.508
rcp85cooler_ssp3,2096.0,ERCOT,475.09388055,98261.34,1.456,1.502
rcp85cooler_ssp3,2097.0,EIC,3376.3840438800003,655328.51,1.107,1.161
rcp85cooler_ssp3,2097.0,WECC,1080.15893793,212940.03999999998,1.369,1.51
rcp85cooler_ssp3,2097.0,ERCOT,475.59028912,97201.99,1.458,1.486
rcp85cooler_ssp3,2098.0,EIC,3365.644793,648539.24,1.103,1.149
rcp85cooler_ssp3,2098.0,WECC,1074.0560793099999,213816.76,1.361,1.517
